Asset Id,Asset Type,Has Files,File Extension,Title,Asset Published Year,Number of File Views / Downloads,Number of Record Views
996749637001851,Report,Yes,pdf,White Campion or White Cockle,2005,0,"13"
996749637101851,Report,Yes,pdf,Integrated Management of Mustard Species in Wheat Production Systems,2023,4,"7"
996749637201851,Report,Yes,pdf,Rush Skeletonweed,2011,0,"11"
996749637301851,Report,Yes,pdf,Western Waterhemlock in the Pacific Northwest,2012,1,"15"
996749637401851,Report,Yes,pdf,Advances in Dryland Farming in the Inland Pacific Northwest,2017,9,"21"
996749637501851,Report,Yes,pdf,Puncturevine,2020,4,"7"
996749637601851,Report,Yes,pdf,Canning Vegetables,2010,1,"12"
996749637701851,Report,Yes,pdf,Yellow Toadflax and Dalmation Toadflax,2017,1,"11"
996749637801851,Report,Yes,pdf,You Can Prevent Foodborne Illness,2008,0,"7"
996749637901851,Report,Yes,pdf,Integrated Pest Management for the Wheat Head Armyworm Complex in the Pacific Northwest,2016,0,"7"
996749638001851,Report,Yes,pdf,Salsa Recipes for Canning,2013,10,"41"
996749638101851,Report,Yes,pdf,Integrated Management of Mayweed Chamomile in Wheat and Pulse Crop Production Systems,2017,3,"6"
996749638201851,Report,Yes,pdf,Harvest Weed Seed Control: Applications for PNW Wheat Production Systems,2024,8,"10"
996749638301851,Report,Yes,pdf,Guardado de frutas en conserva (Canning Fruits),2014,3,"10"
996749638401851,Report,Yes,pdf,Enhancing Crop Diversity: Steve and Becky Camp (Farmer-to-Farmer Case Study series),2015,1,"10"
996749638501851,Report,Yes,pdf,"Grazing management that achieves multiple-use goals, Russ Stingley (Rancher-to-Rancher Case Study series)",2019,0,"16"
996749638601851,Report,Yes,pdf,There Are Dangers Lurking in Your Flour,2022,0,"10"
996749638701851,Report,Yes,pdf,Proper Egg Handling: From Farm or Grocery Store to Table,2022,0,"11"
996749638801851,Report,Yes,pdf,"Strip-tilled and Direct-seeded Vegetables Integrated with Cattle Grazing, Eric Williamson",2018,0,"8"
996749638901851,Report,Yes,pdf,Inland Pacific Northwest Pasture Calendar,2024,15,"22"
996749639001851,Report,Yes,pdf,"Date, Rate, and Place: Field Book/Dairy Manure Applicators",2016,3,"9"
996749639101851,Report,Yes,pdf,Edamame (Vegetable Soybeans),2018,0,"19"
996749639201851,Report,Yes,pdf,"Conservation Tillage in a Winter Wheat - Fallow System, Ron Jirava",2018,2,"10"
996749639301851,Report,Yes,pdf,Soil Fertility in Organic Systems: A Guide for Gardeners and Small Acreage Farmers,2012,3,"13"
996749639401851,Report,Yes,pdf,Camelina: Effects of Planting Date and Method on Stand Establishment and Seed Yield,2013,1,"6"
996749639501851,Report,Yes,pdf,Integrated Management of Feral Rye in Winter Wheat,2020,6,"14"
996749639601851,Report,Yes,pdf,Flex Cropping: Bill Jepsen (Farmer to Farmer Case Study Series),2015,1,"9"
996749639701851,Report,Yes,pdf,Potato Psyllid Vector of Zebra Chip Disease in the PNW,2017,4,"11"
996749639801851,Report,Yes,pdf,Pasture Grazing amd Management in the Northwest,2009,7,"9"
996749639901851,Report,Yes,pdf,"Knotweed Shrubs: Identification, Biology, and Management",2008,4,"8"
996749640001851,Report,Yes,pdf,Storing Food for Safety and Quality,2023,5,"6"
996749640101851,Report,Yes,pdf,Growing Corkbark Fir and Subalpine Fir for Nursery Production,2012,15,"9"
996749640201851,Report,Yes,pdf,Creating Farmer Networks: A Toolkit for Promoting Vibrant Farm Communities,2012,0,"6"
996749640301851,Report,Yes,pdf,Mothballs: Proper Use and Alternative Controls,2007,1,"12"
996749640401851,Report,Yes,pdf,Managing Organic Debris for Forest Health,2008,4,"12"
996749640501851,Report,Yes,pdf,Cattle Vaccine Handling and Management Guidelines,2012,8,"24"
996749640601851,Report,Yes,pdf,Flies in School Kitchens,2022,1,"7"
996749640701851,Report,Yes,pdf,Manage Irrigation Water Quality Crop Production,2006,0,"14"
996749640801851,Report,Yes,pdf,Protecting Grapevines from Winter Injury,2008,1,"7"
996749640901851,Report,Yes,pdf,Commercial Red Raspberry Production in the PNW,2006,2,"18"
996749641001851,Report,Yes,pdf,Nutrition for Older Adults: Preventing Malnutrition as the Body Ages,2021,1,"12"
996749641101851,Report,Yes,pdf,Market Poultry Lesson Plans: from Egg to Animal,2022,7,"16"
996749641201851,Report,Yes,pdf,Managing Salt-Affected Soils for Crop Production,2022,3,"18"
996749641301851,Report,Yes,pdf,Ties to the Land: Succession Planning for Rural Landowners,2022,3,"32"
996749641401851,Report,Yes,pdf,Integrated Pest Management for Ants in Schools,2022,0,"9"
996749641501851,Report,Yes,pdf,Nurturing Resilience: Protective Factors for Resilience/Fomentar la resiliencia: Factores protectores de la resiliencia,2022,0,"9"
996749641601851,Report,Yes,pdf,Integrated Management of Wild Oat in the Pacific Northwest,2024,8,"30"
996749641701851,Report,Yes,pdf,Integrated Pest Management for Ants in Classrooms,2022,0,"9"
996749641801851,Report,Yes,pdf,Russian Olive Trees: Control and Management in the Pacific Northwest,2024,13,"69"
996749641901851,Report,Yes,pdf,How to Reduce Bee Poisoning From Pesticides,2016,0,"10"
996749642001851,Report,Yes,pdf,Fire-Resistant Plants for Home Landscapes,2023,5,"23"
996749642101851,Report,Yes,pdf,Beekeeping Equipment Expenses: Woodenware and Other Components,2020,1,"11"
996749642201851,Report,Yes,pdf,Revenue Sources for a Commercial Beekeeping Operation in the PNW,2020,1,"14"
996749642301851,Report,Yes,pdf,Land Measurement and Mapping,2020,0,"10"
996749642401851,Report,Yes,pdf,"Honey Bee Colony Maintenance Expenses: Supplemental Feed, Requeening and Medication",2020,0,"6"
996749642501851,Report,Yes,pdf,Sanitizer Basics for the Food Industry,2020,0,"10"
996749642601851,Report,Yes,pdf,Scotch Thistle,2002,6,"7"
996749642701851,Report,Yes,pdf,"Tree Growth, Forest Mgmt, &  Implications Wood Quality",2003,3,"7"
996749642801851,Report,Yes,pdf,Monitoring Soil Nutrients/Mgmt Unit Approach,2002,1,"14"
996749642901851,Report,Yes,pdf,Dairy Manure Applications in Irrigated Wheat Production Systems,2020,16,"28"
996749643001851,Report,Yes,pdf,Big Game from Hunt to Home,2009,0,"13"
996749643101851,Report,Yes,pdf,"Planning and Implementing Cross-boundary, Landscape-scale Restoration and Wildfire Risk Reduction Projects",2018,0,"6"
996749643201851,Report,Yes,pdf,Farm Safety Series,1997,8,"9"
996749643301851,Report,Yes,pdf,Nitrogen Uptake and Utilization by Pacific Northwest Crops,1998,6,"18"
996749643401851,Report,Yes,pdf,Integrated Weed Management in Dry Edible Beans,2000,3,"11"
996749643501851,Report,Yes,pdf,Western Roots: Diving into a sagebrush sea of diversity,2018,0,"8"
996749643601851,Report,Yes,pdf,Farm-Direct Marketing: Food Safety and Product Quality,2015,1,"8"
996749643701851,Report,Yes,pdf,Field Guide for Diagnosing Common Wheat Maladies of the Pacific Northwest,2017,0,"17"
996749643801851,Report,Yes,pdf,Megachilid Bees in the Pacific Northwest: An Introduction,2015,1,"10"
996749643901851,Report,Yes,pdf,Fertilizing with Biosolids,2014,0,"6"
996749644001851,Report,Yes,pdf,How to Feed Your Laying  Hens,2015,1,"11"
996749644101851,Report,Yes,pdf,Growing Kiwifruit: A Guide to Kiwiberries and Fuzzy Kiwifruit  for Pacific Northwest Producers,2003,8,"28"
996749644201851,Report,Yes,pdf,Grow Your Own Beans and Peas,1995,4,"9"
996749644301851,Report,Yes,pdf,Managing Russian Thistle Under Conservation Tillage,2019,5,"10"
996749644401851,Report,Yes,pdf,Overwintered Honey Bee Nucleus Colonies: Big Solutions in Small Packages,2014,0,"6"
996749644501851,Report,Yes,pdf,Judging Meat Goats and Oral Reasons 101,2015,66,"98"
996749644601851,Report,Yes,pdf,Sampling Dairy Manure and Compost for Nutrient Analysis,2014,8,"17"
996749644701851,Report,Yes,pdf,Judging Swine and Oral Reasons 101,2014,31,"46"
996749644801851,Report,Yes,pdf,Best Management Practices for Construction of Sand-based Athletic Fields for Football and Soccer,2014,1,"9"
996749644901851,Report,Yes,pdf,"Best Management Practices for Maintaining of Sand-based, Natural Grass Athletic Fields",2014,1,"4"
996749645001851,Report,Yes,pdf,The Care and Maintenance of Wood Shingle and Shake Roofs,2020,1,"12"
996749645101851,Report,Yes,pdf,Pantry Pest Guide,2020,9,"10"
996749645201851,Report,Yes,pdf,4H Animal Science Lesson Plans - Level 1,2020,39,"61"
996749645301851,Report,Yes,pdf,Straw Removal Calculator Guide,2023,1,"14"
996749645401851,Report,Yes,pdf,Why Did my Chickens Stop Laying?,2002,2,"9"
996749645501851,Report,Yes,pdf,Threat-Based Land Management in the Northern Great Basin: A Field Guide,2019,1,"8"
996749645601851,Report,Yes,pdf,Sensor Sprayer for Specialty Crop Production,2019,0,"8"
996749645701851,Report,Yes,pdf,Biosolids in Dryland Cropping Systems,2019,0,"7"
996749645801851,Report,Yes,pdf,Explore the World of Small Animals,2002,1,"6"
996749645901851,Report,Yes,pdf,Using and Caring for Your Pressure Canner,2022,2,"12"
996749646001851,Report,Yes,pdf,Manage Wildlife Conflicts in Your Home and Garden,2019,3,"10"
996749646101851,Report,Yes,pdf,Choosing Pear Rootstocks for the Pacific Northwest,1989,3,"14"
996749646201851,Report,Yes,pdf,Pickling Vegetables,2014,2,"25"
996749646301851,Report,Yes,pdf,F to C Marketing 4: Place of Business & Product Quality,2015,0,"5"
996749646401851,Report,Yes,pdf,Agronomic Zones for the Dryland Pacific Northwest,2019,1,"11"
996749646501851,Report,Yes,pdf,"F to C Marketing 3: Merchandising, Pricing & Promo",2015,2,"7"
996749646601851,Report,Yes,pdf,Costs of Owning and Operating Farm Machinery,2010,4,"12"
996749646701851,Report,Yes,pdf,Canning Seafood,2015,1,"9"
996749646801851,Report,Yes,pdf,4-H Leathercraft Project,1998,0,"6"
996749646901851,Report,Yes,pdf,Thinning: An Important Timber Management Tool,1982,7,"21"
996749647001851,Report,Yes,pdf,F to C Marketing 2: Production and Marketing,2015,0,"5"
996749647101851,Report,Yes,pdf,Price Indices for Estimating Cattle Prices in the Pacific Northwest,2014,0,"9"
996749647201851,Report,Yes,pdf,Helping Memory-Impaired Elders: A Guide for Caregivers,2015,0,"14"
996749647301851,Report,Yes,pdf,"Clover Root Curculio in Alfalfa: Identification, Biology, and Management",2013,5,"9"
996749647401851,Report,Yes,pdf,Crop Management Series: No-Till & Minimum Till Farm,1986,6,"18"
996749647501851,Report,Yes,pdf,Growing Christmas Trees in the Pacific Northwest,2002,3,"23"
996749647601851,Report,Yes,pdf,Freezing Convenience Foods Prepared at Home,2001,2,"13"
996749647701851,Report,Yes,pdf,"Identifying and Managing Christmas Tree Diseases, Pests, & Other Prob/Identificaci n y Manejo de Enfermedades, Plagas y Otros Problemas en  rboles de Navidad",2013,0,"11"
996749647801851,Report,Yes,pdf,Canning Tomatoes and Tomato Products,2014,6,"19"
996749647901851,Report,Yes,pdf,"Western corn rootworm in eastern Oregon, Idaho, and eastern Washington",2013,3,"7"
996749648001851,Report,Yes,pdf,Photo Monitoring for Ranchers Field Guide,2014,0,"3"
996749648101851,Report,Yes,pdf,Phosphorus Fertiliz. of Late-Planted Winter Wheat in No-Till Fallow,2011,0,"10"
996749648201851,Report,Yes,pdf,F to C Marketing 6: Financial Management,2015,0,"10"
996749648301851,Report,Yes,pdf,Marketing Alternatives for Fresh Produce,2008,0,"6"
996749648401851,Report,Yes,pdf,Evaluating Honey Bee Colonies for Pollination,2010,1,"8"
996749648501851,Report,Yes,pdf,Large Raspberry Aphid (Amphorophora agathonica),2012,1,"6"
996749648601851,Report,Yes,pdf,Lesion Nematodes,2015,0,"9"
996749648701851,Report,Yes,pdf,4-H Home Food Preservation Series: Freezing Project Manual,2012,17,"11"
996749648801851,Report,Yes,pdf,4-H Home Food Preservation Series: Pressure Canning Project Manual,2012,17,"12"
996749648901851,Report,Yes,pdf,Sagebrush wildflowers: From bloom to seed,2024,3,"17"
996749724501851,Report,Yes,pdf,Guide to Idaho Crayfish,2024,32,"61"
996749724601851,Report,Yes,pdf,Impact of Freezing Temperatures on Potato Tubers,2024,7,"32"
996749724701851,Report,Yes,pdf,Southern Idaho Fertilizer Guide: Sugar Beets,2019,7,"28"
996749724801851,Report,Yes,pdf,Designing an Edible Idaho Landscape,2019,4,"8"
996749724901851,Report,Yes,pdf,4-H Elements and Principles of Design,2018,7,"33"
996749725001851,Report,Yes,pdf,BQA - Guidelines for Culling Beef Animals,2018,6,"7"
996749725101851,Report,Yes,pdf,BQA - Guidelines for Calving Management,2018,6,"7"
996749725201851,Report,Yes,pdf,Liability in E-Commerce,2024,3,"11"
996749725301851,Report,Yes,pdf,IPM of Cutworms,2023,0,"13"
996749725401851,Report,Yes,pdf,IPM of Armyworms,2023,0,"11"
996749725501851,Report,Yes,pdf,Potato Respiration I,2024,19,"27"
996749725601851,Report,Yes,pdf,BQA - Feedstuff Guidelines,2018,7,"6"
996749725701851,Report,Yes,pdf,Storage Management of Dakota Russet Potatoes,2024,8,"22"
996749725801851,Report,Yes,pdf,Nematodes Associated with Onion in Idaho and Eastern Oregon,2016,9,"18"
996749725901851,Report,Yes,pdf,Soil Testing to Guide Fertilizer Management,2023,18,"86"
996749726001851,Report,Yes,pdf,Scheduling the Final Irrigation for Wheat and Barley,2017,3,"9"
996749726101851,Report,Yes,pdf,Managing Price Risks Using Grain Contracts,2023,6,"30"
996749726201851,Report,Yes,pdf,Practical Coping Skills for Managing Stress,2023,4,"13"
996749726301851,Report,Yes,pdf,IPM of Fusarium Dry Rot in Potato,2023,5,"17"
996749726401851,Report,Yes,pdf,IPM of Pea Weevil in Peas,2023,3,"15"
996749726501851,Report,Yes,pdf,Reemplazando documentos perdidos o da ados en Idaho,2016,3,"8"
996749726601851,Report,Yes,pdf,"Contribution of Agribusiness to the Idaho Economy, 2013",2015,3,"11"
996749726701851,Report,Yes,pdf,IPM of Aphids in Cereals,2023,17,"14"
996749726801851,Report,Yes,pdf,Costs and Benefits of Applying for Deferred Action for Childhood Arrivals (DACA),2016,3,"9"
996749726901851,Report,Yes,pdf,Indoor Container Garden (SEED),2023,4,"11"
996749727001851,Report,Yes,pdf,Phytophthora Bleeding Canker of Maple Trees,2023,10,"31"
996749727101851,Report,Yes,pdf,Soil Insects and Other Arthropods in Palouse Agroecosystems,2023,5,"18"
996749727201851,Report,Yes,pdf,Diagnosing and Managing Rhizoctonia in Idaho Bean Crops,2023,6,"8"
996749727301851,Report,Yes,pdf,Verticillium Wilt of Trees in Idaho,2023,8,"19"
996749727401851,Report,Yes,pdf,Idaho Forestry Best Management Practices Field Guide: Using BMPs to Protect Water Quality,2015,3,"14"
996749727501851,Report,Yes,pdf,Economic Contribution of Idaho Agriculture,2024,7,"18"
996749727601851,Report,Yes,pdf,Nitrogen Management in Field Crops with Reference Strips and Crop Sensors,2015,1,"12"
996749727701851,Report,Yes,pdf,"Contribution of Agribusiness to Idaho's Economy, 2011",2014,3,"8"
996749727801851,Report,Yes,pdf,Tools for Facilitating Change in Rural Communities,2015,5,"13"
996749727901851,Report,Yes,pdf,Agronomics of Leasing Fields for Potato Production,2023,4,"18"
996749728001851,Report,Yes,pdf,Organic Potato Production in Idaho: Nutrient Management and Variety Selection,2013,3,"10"
996749728101851,Report,Yes,pdf,IDAH2O Master Water Stewards Handbook,2013,3,"14"
996749728201851,Report,Yes,pdf,Center Pivot Irrigation for Corn: Water Management and  System Design Considerations in Southern Idaho,2013,3,"17"
996749728301851,Report,Yes,pdf,Market Fresh in a SNAP,2023,6,"12"
996749728401851,Report,Yes,pdf,Cereal Grass Aphid: A Newly Invasive Pest in North America,2022,10,"26"
996749728501851,Report,Yes,pdf,"Phosphorus in the Calcareous Soils of Southern Idaho: A Literature Review with Implications for Crop Production, Manure Management, and Water Quality",2011,5,"16"
996749728601851,Report,Yes,pdf,Costs and Returns for Irrigated Organic Russet Burbank Potato Production in Southern Idaho,2010,4,"14"
996749728701851,Report,Yes,pdf,Powdery Scab of Potato,2022,14,"42"
996749728801851,Report,Yes,pdf,Alaska Field Guide to Potato Pests and Beneficial Insects in English and Russian,2012,8,"16"
996749728901851,Report,Yes,pdf,Potato Mop-Top Virus: Biology and Disease Managment,2022,7,"20"
996749729001851,Report,Yes,pdf,Consejos Para Emprendedores: Sociedad de Responsabilidad Limitada,2023,15,"7"
996749729101851,Report,Yes,pdf,"Short-Season, High-Altitude Gardening: Growing Small-Fruit Crops in Short-Season Gardens",2009,3,"25"
996749729201851,Report,Yes,pdf,"Short-Season, High-Altitude Gardening: Selecting, Planting, and Caring for Trees, Shrubs, Vines",2009,1,"9"
996749729301851,Report,Yes,pdf,"Short-Season, High-Altitude Gardening: Herbaceous Ornamentals: Annuals, Perennials, and Ornatmental Grasses",2009,7,"19"
996749729401851,Report,Yes,pdf,Tips for Entrepreneurs: Money Management for Business Owners,2020,8,"13"
996749729501851,Report,Yes,pdf,"Short-Season, High-Altitude Gardening: Gardening Strategies for Short-Season, High-Altitude Zones",2009,0,"8"
996749729601851,Report,Yes,pdf,Know Your Herbicide-Resistant Weeds,2021,3,"11"
996749729701851,Report,Yes,pdf,The 4-H Meeting Wheel,2021,4,"14"
996749729801851,Report,Yes,pdf,La Planificaci n Esencial de Reuniones de Clubs 4-H:La Rueda de Reuniones 4-H,2022,5,"10"
996749729901851,Report,Yes,pdf,Estimating Long-Term Idaho Hay Prices Using Multiple Data Sources,2021,7,"14"
996749730001851,Report,Yes,pdf,Ensiling Pressed Beet Pulp,2007,6,"12"
996749730101851,Report,Yes,pdf,Kentucky Bluegrass Production,2005,0,"11"
996749730201851,Report,Yes,pdf,Pasture Principles for Smaller Acreages,2023,13,"23"
996749730301851,Report,Yes,pdf,2020 Southern Idaho Hard Winter Wheat Quick Facts,2020,4,"7"
996749730401851,Report,Yes,pdf,Spring Vegetable Planting Guide for Idaho,2020,6,"12"
996749730501851,Report,Yes,pdf,2020 Southern Idaho Soft White Spring Wheat Quick Facts,2020,6,"14"
996749730601851,Report,Yes,pdf,2020 Southern Idaho Hard Spring Wheat Quick Facts,2020,6,"14"
996749730701851,Report,Yes,pdf,2020 Southern Idaho Soft White Winter Wheat Quick Facts,2020,6,"10"
996749730801851,Report,Yes,pdf,Potato Seed Certification and Selection in Idaho,2022,6,"9"
996749730901851,Report,Yes,pdf,Southwest Idaho Plants That Can Endanger Livestock,2020,5,"16"
996749731001851,Report,Yes,pdf,Nutrient Management Guidelines for Russet Burbank Potatoes,2004,1,"23"
996749731101851,Report,Yes,pdf,Property Rights: A Primer,2001,0,"13"
996749731201851,Report,Yes,pdf,Storage Management for Umatilla Russet Potatoes,2003,3,"16"
996749731301851,Report,Yes,pdf,Economics of Yellow Mustard in the Pacific Northwest,2000,2,"13"
996749731401851,Report,Yes,pdf,Credit Cents,2007,3,"8"
996749731501851,Report,Yes,pdf,Planning an Idaho Vegetable Garden,1996,4,"11"
996749731601851,Report,Yes,pdf,Soil and the Environment: A Land and Homesite Evaluation Handbook and Training Guide,2012,3,"17"
996749731701851,Report,Yes,pdf,Risk Assessment and Decision-Making Guidelines for Dairy Risk Management: Part 3,2020,5,"11"
996749731801851,Report,Yes,pdf,Uniform Plant Stand Is Key to Crop Yield and Quality,2019,8,"19"
996749731901851,Report,Yes,pdf,Idaho Forage Handbook (third edition),2005,0,"10"
996749732001851,Report,Yes,pdf,Tips for Entrepreneurs: Expanding a Business by Adding Paid Employees,2020,3,"18"
996749732101851,Report,Yes,pdf,Tips for Entrepreneurs: Notario Fraud,2020,3,"10"
996749732201851,Report,Yes,pdf,How To Prune Coniferous Evergreen Trees,1985,1,"15"
996749732301851,Report,Yes,pdf,Expansi n de un Negocio Mediante la Adici n de Empleados Remunerados,2022,15,"11"
996749732401851,Report,Yes,pdf,Tips for Entrepreneurs: Expanding a Business--The Physical Site,2020,5,"7"
996749732501851,Report,Yes,pdf,Custom Rates for Idaho Agricultural Operations: 2013-2014,2015,0,"10"
996749732601851,Report,Yes,pdf,Regulaciones para vender alimentos preparados,2021,4,"8"
996749732701851,Report,Yes,pdf,"Idaho's Noxious Weeds, 10th Edition",2022,10,"15"
996749732801851,Report,Yes,pdf,Performance of Forage and Conservation Grasses in Northern Idaho,1998,1,"20"
996749732901851,Report,Yes,pdf,Growing Blueberries in the Inland Northwest & Intermountain West,1999,3,"20"
996749733001851,Report,Yes,pdf,Performance of Perennial Forage Legumes in Northern Idaho,1998,3,"13"
996749733101851,Report,Yes,pdf,Growing Apples for Local Markets in Cold Climates,2000,0,"8"
996749733201851,Report,Yes,pdf,"4-H Dutch Oven Cooking, Helper's Guide",2019,16,"17"
996749733301851,Report,Yes,pdf,"4-H Dutch Oven Cooking, Unit 2",2019,3,"7"
996749733401851,Report,Yes,pdf,"Sugar Beet Root Maggot: Identification, Biology, and Management",2019,7,"14"
996749733501851,Report,Yes,pdf,From Weeds to Flowers: Creating Sustainable Wildflower Meadows in Arid Climates,2019,7,"12"
996749734801851,Report,Yes,pdf,Basic Inventory Techniques for Family Forest Owners,2011,6,"16"
996749734901851,Report,Yes,pdf,Pigweeds: Current and Emerging Weed Threats in the Pacific Northwest,2021,5,"14"
996749735001851,Report,Yes,pdf,Biodiesel in the Pacific Northwest,2021,0,"14"
996749735101851,Report,Yes,pdf,Best Management Practices for Managing Herbicide Resistance,2021,4,"12"
996749735201851,Report,Yes,pdf,Exploring organic grain and forage production as a profitable market for Palouse farmers,2020,16,"14"
996749735301851,Report,Yes,pdf,Guide to Using and Caring for your Electric Pressure Cooker,2021,15,"16"
996749735401851,Report,Yes,pdf,Identification and Habits of Key Ant Pests in the PNW,2010,2,"12"
996749735501851,Report,Yes,pdf,Growing Wasabi in the Pacific Northwest,2007,1,"24"
996749735601851,Report,Yes,pdf,Physiological Leaf Roll of Tomato,2011,2,"14"
996749735701851,Report,Yes,pdf,Six Steps to Calibrate and Optimize Airblast Sprayers,2021,0,"10"
996749735801851,Report,Yes,pdf,2018 Farm Bill Agricultural Commodity Support Programs,2020,15,"13"
996749735901851,Report,Yes,pdf,Nightshade: Biology & Control in the PNW,2005,5,"9"
996749736001851,Report,Yes,pdf,Meadow Deathcamas in the Pacific Northwest,2012,1,"10"
996749736101851,Report,Yes,pdf,Propagation of Plants from Specialized Structures,2009,4,"14"
996749736201851,Report,Yes,pdf,Fish Pickling & Other Aquatic Foods for Home Use,2009,0,"8"
996749736301851,Report,Yes,pdf,Propagating Plants from Seed,2008,2,"13"
996749736401851,Report,Yes,pdf,"Propagating Shrubs, Trees, Vines with Stem Cuttings",2015,1,"14"
996749736501851,Report,Yes,pdf,Turfgrass Seeding Recommendations for the PNW,2009,1,"12"
996749736601851,Report,Yes,pdf,"Canning Meat, Poultry, and Game",2018,2,"20"
996749736701851,Report,Yes,pdf,Smoking Fish at Home Safely,2008,0,"14"
996749736801851,Report,Yes,pdf,Trees Against the Wind,2002,3,"30"
996749736901851,Report,Yes,pdf,What Are Your Forages Worth?,2013,0,"9"
996749737001851,Report,Yes,pdf,Stripper Header and Direct Seeding: Ron and Andy Juris (Farmer-to-Farmer Case Study Series),2017,1,"14"
996749737101851,Report,Yes,pdf,Variable Rate Nitrogen Application: Eric Odberg (Farmer-to-Farmer Case Study Series),2016,2,"14"
996749737201851,Report,Yes,pdf,Canning Fruits,2011,0,"10"
996749737301851,Report,Yes,pdf,Integrated Management of Prickly Lettuce in Wheat Production Systems,2016,0,"6"
996749737401851,Report,Yes,pdf,Apple Scab,2004,0,"12"
996749737501851,Report,Yes,pdf,Biofumigant Cover Cropping in Potatoes: Dale Gies (Farmer-to-Farmer Case Study Series),2017,7,"24"
996749737601851,Report,Yes,pdf,Measuring Up,1998,2,"5"
996749737701851,Report,Yes,pdf,Aquatic Vegetation Management and Control,1982,0,"15"
996749737801851,Report,Yes,pdf,Pea Shoots,2018,0,"9"
996749737901851,Report,Yes,pdf,"Grazed Cover Cropping, Drew Leitch (Farmer to Farmer Case Study Series)",2019,3,"11"
996749738001851,Report,Yes,pdf,Using Entomopathogenic Nematodes for Crop Insect Pest Control,2011,0,"12"
996749738101851,Report,Yes,pdf,Fresh Cheese Made Safely,2019,1,"11"
996749738201851,Report,Yes,pdf,"Diversifying Dryland Direct Seed Systems, Steve and Nate Riggers (Farmer-to-Farmer Case Study Series)",2018,0,"7"
996749738301851,Report,Yes,pdf,4-H Cavy Project Leader Guide,2005,1,"13"
996749738401851,Report,Yes,pdf,Elaboraci n Segura del Queso Fresco,2019,0,"12"
996749738501851,Report,Yes,pdf,Deficit irrigation of a diverse irrigated rotation: Jake Madison,2018,7,"10"
996749738601851,Report,Yes,pdf,Ethanol in the Pacific Northwest,2018,2,"9"
996749738701851,Report,Yes,pdf,Fertilizing with Manure,2015,2,"13"
996749738801851,Report,Yes,pdf,Baby Corn,2018,3,"11"
996749738901851,Report,Yes,pdf,Propagation of Plants by Grafting and Budding,2010,3,"18"
996749739001851,Report,Yes,pdf,Organic Small Grain Production in the Inland Pacific Northwest: A Collection of Case Studies,2015,0,"6"
996749739101851,Report,Yes,pdf,Internal Dry Scale and Associated Bulb Rots of Onion,2015,2,"12"
996749739201851,Report,Yes,pdf,Genetically Engineered Alfalfa and Feral Alfalfa Plants: What Should Growers Know?,2015,1,"10"
996749739301851,Report,Yes,pdf,Natural Insecticides,2012,0,"7"
996749739401851,Report,Yes,pdf,Italian Ryegrass Management in Inland Pacific Northwest Dryland Cropping Systems,2024,6,"16"
996749739501851,Report,Yes,pdf,Integrated Management of Downy Brome in Winter Wheat,2020,3,"8"
996749739601851,Report,Yes,pdf,Nutrient Management for Field Corn Silage & Grain in the Inland Pacific Northwest,2009,17,"32"
996749739701851,Report,Yes,pdf,Controlling Root and Crown Diseases of Small Grain Cereals,2011,10,"16"
996749739801851,Report,Yes,pdf,4-H Dressage Manual,2009,3,"10"
996749739901851,Report,Yes,pdf,Field Guide for Integrated Pest Management in Pacific Northwest Vineyards,2012,2,"11"
996749740001851,Report,Yes,pdf,"Powdery Mildew on Sugarbeet: Importance, Identification, and Control",2012,0,"7"
996749740101851,Report,Yes,pdf,Wireworm Biology and Nonchemical Management,2007,5,"14"
996749740201851,Report,Yes,pdf,Sweet Cherry Orchard Establishment in the Pacific Northwest,2012,0,"8"
996749740301851,Report,Yes,pdf,Estimating Plant-Available Nitrogen Release from Cover Crops,2011,2,"13"
996749740401851,Report,Yes,pdf,Integrated Pest Management Guidelines and Current Biocontrol Status for Cereal Leaf Beetle Management in the Pacific Northwest,2024,5,"28"
996749740501851,Report,Yes,pdf,Perform of Hard Red Winter Wheat in Late-Planted No-Till Fallow,2015,3,"5"
996749740601851,Report,Yes,pdf,"Introduction to Forest Carbon, Offsets and Markets",2023,5,"22"
996749740701851,Report,Yes,pdf,Good Field Practices for Agricultural Workers,2022,1,"12"
996749740801851,Report,Yes,pdf,Integrated Pest Management of Non-Biting Flies in Schools,2022,0,"10"
996749740901851,Report,Yes,pdf,Pesticide Redistribution and Its Implications on Pesticide Efficacy,2023,0,"18"
996749741001851,Report,Yes,pdf,"Threat-Based Management for Creeks, Streams and Rivers: A Manager s Guide for Understanding and Managing Flowing Waters in Sagebrush Ecosystems of the Pacific Northwest",2023,3,"29"
996749741101851,Report,Yes,pdf,Silver Scurf Management in Potatoes,2012,3,"13"
996749741201851,Report,Yes,pdf,Sweet Cherry Cultivars for the Fresh Market,2006,0,"7"
996749741301851,Report,Yes,pdf,Carbon sequestration potential in cropland soils in the inland Pacific Northwest: Knowledge and gaps,2023,2,"15"
996749741401851,Report,Yes,pdf,Acidifying Soil for Crop Production: Inland PNW,2006,1,"15"
996749741501851,Report,Yes,pdf,Biology & Management of the Potato Tuberworm in PNW,2006,7,"8"
996749741601851,Report,Yes,pdf,Nurturing Resilience: Interactions are the Heart of Resilience/Fomentar la resiliencia: Las interacciones son el corazon del la resiliencia,2022,0,"8"
